categoryId,subCategoryId,itemId,item,donateAndReuse,curbSidePickup,transferStation,inGarbage,reuse,dropOffLocations,hazWasteFacility,hazNoCharge,donate,warning,caution,inRecycling,didYouKnow,inFoodAndYardWaste,inRecyclingRinseFirst,nextToBinNoCharge,corporateTakeBackPrograms,pickup,hazardous,nextToBin,recycleNextToBinNoCharge,,,,
6,15,1,Cardboard Boxes,,,,,,,,,,,,Cardboard and flattened cardboard boxes go in the recycling.,,"Cardboard with grease or oil stains (like pizza boxes) go in the food and yard waste bin.

Put cardboard that is mostly wet in the food and yard waste bin.
",,"Cardboard that doesn't fit can go next to your bin on your recycling day. Bundle and set next to the bin, or put in a box or container next to your bin.

There is no charge for extra recycling.
",,,,,,,,,
6,15,2,Paper Berry Baskets,,,,,,,,,,,,,,Paper berry baskets go in the food and yard waste.,,,,,,,,,,,
6,15,3,Paper Egg Cartons,,,,,,,,,,,,•Clean paper egg cartons,Many egg sellers at farmers' markets will take back clean egg cartons to reuse them.,•Paper egg cartons with food residue on them,,,,,,,,,,,
6,15,4,Paper Plates or Cups,,,,"•Dirty plates and cups with a shiny coating
•Styrofoam plates and cups
",,,,,,,,"•Paper cups with a small amount of liquid
•Clean paper plates
","The shiny coating on paper plates and cups is usually plastic. Scrape the coating with your fingernail or a knife. If wax collects under your fingernail, the coating is wax. Wax-coated cups and plates can go in your food waste bin.","•Paper plates or cups labeled as “Compostable”
•Uncoated (not shiny) paper plates (such as Chinet brand)
",,,,,,,,,,,
6,15,5,Pizza Boxes,,,,,,,,,,,,Pizza boxes that are clean go in the recycling.,,Greasy or food-soiled pizza boxes go in the food and yard waste.,,,,,,,,,,,
6,15,6,Soiled or Greasy Cardboard,,,,,,,,,,,,,,"Cardboard with food grease or oil stains (like pizza boxes) go in the food and yard waste.

Put cardboard that is mostly wet in the food and yard waste.
",,,,,,,,,,,
6,15,7,Take-Out Containers,,,,"•Styrofoam containers
•Dirty plastic-coated (shiny) paper containers
•Dirty plastic containers that aren’t marked “Compostable” or “#7 PLA”
",,,,,,,,,,"•Dirty or clean uncoated (not shiny) paper take-out containers
•Dirty or clean take-out containers labeled “Compostable” or “#7 PLA”
•Greasy pizza boxes

Learn more about compostable packaging (pdf).
","•Empty and rinsed plastic clamshell containers
•Empty and rinsed plastic-coated (shiny) paper containers
",,,,,,,,,,
6,15,8,Waxed Cardboard,,,,,,,,,,,,,,"Flattened waxed cardboard boxes, such as large produce boxes, go in the food and yard waste.

Paperboard boxes (like butter and cereal boxes) go in the recycling. They aren’t true waxed cardboard. The shiny coating on these boxes is a thin layer of plastic.
",,,,,,,,,,,
6,15,9,Waxed Paper,,,,,,,,,,,,,,Waxed paper goes in the food and yard waste. It can’t be recycled.,,,,,,,,,,,
6,16,1,Clamshell Containers,,,,"•Styrofoam clamshell containers
•Dirty plastic or plastic-coated (shiny) clamshell containers
",,,,,,,,,,"•Clamshell containers marked “Compostable” or “#7 PLA”
•Dirty paper clamshell containers without a plastic coating
","•Plastic clamshell containers
•Plastic-coated (shiny) clamshell containers
•Clean paper clamshell containers
",,,,,,,,,,
6,16,2,"Deli, Coffee, or Soft Drink Lids",,,,Lids less than 3-inches in diameter go in the garbage.,,,,,,,,Lids 3-inches in diameter or larger go in the recycling.,,,,,,,,,,,,,
6,16,3,Foam Egg Cartons,,,,Foam egg cartons go in the garbage.,,,,,,,,,Many egg sellers at farmers markets will take back clean egg cartons to reuse them.,,,,,,,,,,,,
6,16,4,Meat or Food Trays,,,,Styrofoam meat trays and the plastic absorbent insert go in the garbage.,,,,,,,,,"Brown or beige trays for meat, poultry, and fish are made from plant-based material and are compostable.","Brown or beige trays for meat, poultry, and fish go in the food and yard waste.",,,,,,,,,,,
6,16,5,Peanut Butter or Mayonnaise Jars,,,,Jars coated with oily film that cannot be cleaned off should to go in the garbage.,,,,,,,,,,,Clean jars coated with oily food like peanut butter or mayonnaise with a little bit of water and a brush. Then rinse jar clean,,,,,,,,,,
6,16,6,Plastic Berry Baskets,,,,Plastic berry baskets go in the garbage.,,,,,,,,,,,,,,,,,,,,,
6,16,7,Plastic Berry Trays,,,,,,,,,,,,,,,Plastic berry trays larger than 3-inches on any side go in the recycling.,,,,,,,,,,
6,16,8,Plastic Cups or Utensils,,,,"•Dirty plastic cups
•Plastic utensils
•Styrofoam cups
",,,,,,,,•Empty and clean plastic cups,,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).
",,,,,,,,,,,
6,16,9,Plastic Food Tubs,,,,"•Containers with food inside
•Lids less than 3-inches across
",,,,,,,,,,,"•Plastic food containers for yogurt, margarine, dips, salsa, etc.
•Plastic lids 3-inches across or larger
",,,,,,,,,,
6,16,10,Plastic without Recycle Symbol,,,,"
Loose lids less than 3-inches in diameter
Loose plastic bottle caps
Dirty plastic cups
Plastic utensils
Blister packs
Flexible plastic (such as inflatable pools)
Plastic molding
Vinyl or plastic blinds
CD and DVD cases
Plastic clothes hangers
Plastic tarps
Ziploc or plastic bread bags
Plastic liners and trays from food boxes",,,,,,,,,Seattle doesn’t recycle by number because it’s not a reliable way to determine the recyclability of an item.,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).","Yogurt containers
Deli containers
Bottles and jugs
Microwave trays
Plastic lids 3-inches or larger
Clean and empty plastic grocery bags – bundle into one bag and tie off
Small plastic bottle caps if screwed onto an empty plastic bottle
Clean plastic plant pots
Tupperware
Pill bottles (not prescription vials)
Rigid plastic toys – 3-feet or less on all sides
Rigid plastic sporting equipment – 3-feet or less on all sides
Rigid plastic furniture – 3-feet or less on all sides
Storage containers
Buckets with no fabric, foam, or wood attached",,,,,,,,,,
6,16,11,Take-Out Containers,,,,"•Styrofoam containers
•Dirty plastic-coated (shiny) paper containers
•Dirty plastic containers that aren’t marked “Compostable” or “#7 PLA”
",,,,,,,,,,"•Dirty or clean uncoated (not shiny) paper take-out containers
•Dirty or clean take-out containers labeled “Compostable” or “#7 PLA”
•Greasy pizza boxes

Learn more about compostable packaging (pdf).
","•Empty and rinsed plastic clamshell containers
•Empty and rinsed plastic-coated (shiny) paper containers
",,,,,,,,,,
6,16,12,Tupperware,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,1,Straws,,,,Plastic straws and straws that you are unable to verify that they are approved compostable go into the garbage. Plastic straws are not recyclable.,,,,,,,,,Straws that are labeled “Compostable” can be made from paper or from a plant based material and may have similar characteristics and appearance as plastic. Compostable straws go into your food and yard waste.,Only straws that are labeled “Compostable” go into your food and yard waste.,,,,,,,,,,,
7,1,1,Auto Glass,,,,"Broken auto glass can go in the garbage:
•Glass must fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,Bring auto glass to city transfer stations. Fees apply.,,,,,,,,,,,,,,,,,,,
7,2,1,Broken Glass,,,,"•All pieces of broken drinking glasses or wine glasses.
•Pieces of broken bottles and jars smaller than 3-inches.
",,,,,,,,•Broken bottles and jars 3-inches or larger.,,,,,,,,,,,,,
7,3,1,Drinking Glasses,,,,"Drinking glasses can go in the garbage, whether they’re broken or not.",,,,,,,,,Drinking glasses can’t be recycled by Seattle because they have different melting points than recyclable glass.,,,,,,,,,,,,
7,4,1,Eyeglasses,,,,Eyeglasses can go in the garbage.,,You can donate eyeglasses to The Lions Club or organizations affiliated with OneSight.,,,,,,,,,,,,,,,,,,,
7,5,1,Glass Bottles or Jars,,,,,,,,,,,,,Jars coated with oily food like peanut butter can be wiped first with a paper towel (put the paper towel in the food and yard waste). Very small amounts of peanut butter or food residue are okay.,,"•Glass bottles and jars
•Lids 3-inches or larger
•Lids smaller than 3-inches can be recycled only if attached to the bottle or jar.
",,,,,,,,,,
7,6,1,Glass or Ceramic Household Items,"Donate glass or ceramic household items in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,"Damaged glass or ceramic household items such as plates, bowls, or drinking glasses can go in the garbage.",,,,,,,,,These items can’t be recycled by Seattle because they have different melting points than recyclable glass.,,,,,,,,,,,,
7,7,1,Fluorescent Light Bulbs,,,,,,,,Bring up to 10 fluorescent tubes and CFLs per a trip to a household hazardous waste facility or to a LightRecycle location. No fee.,,,,,"Fluorescent tubes and CFLs are banned from the garbage because they contain mercury, which is highly toxic. To prevent breaking the tubes or bulbs and releasing mercury when storing or transporting, wrap them in newspaper or put back in their original packaging.",,,,,,,,,,,,
7,8,1,Halogen or Xenon Light Bulbs,,,,"Halogen and Xenon light bulbs go in the garbage.
",,,,,,,,,"Halogen and xenon light bulbs can’t be recycled because they have different melting points than recyclable glass bottles and jars.
",,,,,,,,,,,,
7,9,1,Incandescent Light Bulbs,,,,Unbroken incandescent light bulbs go in your garbage.,,,,,,,,,,,,,,,,,,,,,
7,10,1,LED Light Bulbs,,,,LED light bulbs go in the garbage.,,,,,,,,,,,,,,,,,,,,,
7,11,1,Mercury Thermometers,,,,,,,,"Mercury items can’t go in the garbage. Bring thermometers, thermostats, and other items containing mercury to a household hazardous waste facility. No fee.",,,"Mercury can greatly harm your nervous, digestive, and respiratory systems. Don’t handle mercury directly, and try to avoid breaking items that contain mercury.
",,,,,,,,,,,,,,
7,12,1,Mirrors,"Donate mirrors in working condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.

Some building supply or second use stores accept mirrors.",,,"Mirrors can go in the garbage:

Items must fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,,,,,,,,,
7,13,1,"Mugs, Plates, or Bowls",,,,"•Mugs
•Plates
•Bowls
",,,,,,,,,,,,,,,,,,,,,
7,14,1,Window or Picture Glass,,,Bring windows and glass to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.,"Unbroken windows and window glass can go in the garbage:
•Items must fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,,,,Some building supply or second use stores accept unbroken windows or other glass in good condition.,,,,,,,,,,,,,,,,
8,1,1,Aerosol Cans,,,,"•Empty aerosol cans
•Partially full cans with non-hazardous contents
",,,,"Bring cans that contain hazardous materials like paint, solvents, or other flammables to a household hazardous waste facility. No fee.",,,,,,,,,,,,,,,,,
8,2,1,Ammunition or Guns,,,,,,,,,,,,,,,,,,,Call the Seattle Police Firing Range at (206) 684-7470 to dispose of ammunition or firearms.,,,,,,
8,3,1,Asbestos,,,,,,,,,,,,,"Because asbestos is harmful to people, animals, and the environment, it must be disposed of at designated facilities.",,,,,,Bring to an asbestos disposal facility.,,,,,,
8,4,1,Alkaline Batteries,,,,"Non-rechargeable, household alkaline batteries (such as AAA, AA, C, D, or 9-volt) can go in the garbage.",,"
Bring alkaline batteries to city transfer stations. No fee.

Bring alkaline batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.","Bring alkaline batteries and rechargeable batteries to a household hazardous waste facility, where the materials in the batteries will be reclaimed and recycled. No fee.",,,,,,,,,,,,,,,,,,
8,4,2,Camera or Watch Batteries,,,,"Button cell batteries used in watches and some older camera models can go in the garbage.

Button cell batteries are also used for:

Digital thermometers
Pocket calculators
Hearing aids",,,"Bring camera and watch button cell batteries to a household hazardous waste facility, where the metals and very small amount of hazardous metals in the batteries will be reclaimed and recycled. No fee.
",,,,,,,,,,,,,,,,,,
8,4,3,Computer Batteries,,,,,,,,"Bring camera and watch button cell batteries to a household hazardous waste facility, where the metals and very small amount of hazardous metals in the batteries will be reclaimed and recycled. No fee.
",,,,,,,,,,,,,,,,,
8,4,4,Cell Phone Batteries,,,,,,,,"Bring rechargeable and lithium-ion batteries to a household hazardous waste facility. No fee.

They can’t go in the garbage.",Find drop off and mail back recycling options at Call2Recycle outlet.,,,,,,,,,,,,,,,,
8,4,5,Hearing Aid Batteries,,,,Hearing aid batteries can go in the garbage.,,Some locations that sell hearing aid batteries will take them back for recycling.,,,,,,,,,,,,,,,,,,,
8,4,6,Lithium Batteries,,,,"Disposable lithium batteries (small, button batteries) can go in the garbage.

These batteries are different than rechargeable lithium-ion batteries, which can’t go in the garbage.",,"Bring lithium batteries to city transfer stations. No fee.

Bring lithium batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.

Find drop off and mail back recycling options at Call2Recycle outlet.",,,,Lithium batteries can not go in the garbage or recycling cart,,,,,,,,,,,,,,,
8,4,7,Rechargeable Batteries,,,,,,"Bring rechargeable batteries to city transfer stations. No fee.

Bring rechargeable batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.

Find drop off and mail back recycling options at Call2Recycle outlet.
",,,,Rechargeable batteries can not go in the garbage or recycling cart,,,,,,,,,,,,,,,
8,4,8,Rechargeable Appliances,"Donate rechargeable appliances in working condition to local thrift stores or find drop off and mail back recycling options at Call2Recycle outlet.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,"Appliances with the rechargeable batteries removed can go in the garbage.
",,,,"Remove rechargeable and lithium-ion batteries from appliances and bring the batteries to a household hazardous waste facility. No fee.

They can’t go in the garbage.",,,,,,,,,,,,,,,,,
8,4,9,Car or Lead-Acid Batteries,,,,,,"Bring vehicle batteries to city transfer stations. Fees apply.

Bring up to 5 vehicle batteries per trip to a household hazardous waste facility. No fee.
",,,,,,,,,,,,,,,,,,,
8,5,1,Aerosol Cans,,,,"•Empty aerosol cans
•Partially full cans with non-hazardous contents
",,,,"Bring cans that contain hazardous materials like paint, solvents, or other flammables to a household hazardous waste facility. No fee.",,,,,,,,,,,,,,,,,
8,5,2,Fire Extinguishers,,,,Empty CO2 and halon (bromo difluoromethane) fire extinguishers go in the garbage.,,,,Bring fire extinguishers that are full or partially full to a household hazardous waste facility. No fee.,,,,,,,,,,,,,,,,,
8,5,3,Helium Tanks,,,,"Empty helium tanks 5-gallons or smaller can go in the garbage:
•Turn the valve all the way to the left to release remaining helium.
•Avoid extra charges – Tank should fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,"Check with your supplier for return and refill options.

For tanks larger than 5-gallons or commercial cylinders, refer to information printed on the tank for instructions on recycling or exchange options.
",,,,,,,,,,,,,,,,,,,
8,5,4,Oxygen and Acetylene Tanks,,,,,,"Contact the supplier or manufacturer. In most cases, they will take the tank back at no cost.

If the supplier refuses to accept the tank, call (206) 296-4692. You will need to request approval to bring the tank to a household hazardous waste facility.
",,,,,,,,,,,,,,,,,,,
8,5,5,Propane Tanks,,,,Empty propane or gas canisters under 2-pounds can go in the garbage.,,,,,,,,,,,,,,,"Larger, barbeque-sized propane tanks (up to 5-gallons) must go to a household hazardous waste facility. No fee. This includes tanks that are empty or that contain any amount of propane.

For tanks larger than 5-gallons, call our household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,,
8,5,6,Small Gas Canisters,,,,Empty butane and gas canisters under 2-pounds can go in the garbage.,,"Empty small backpacking-style isobutane fuel canisters (excluding green “Coleman” style propane canisters) can be dropped off for free at the MSR Repair Shop, in SODO, or at the Mountaineers Bookstore, in NE Seattle.

Empty small “Coleman” style canisters can be dropped off at a Recology Store. For more information visit recology.com/store or email store@recology.com. Limits and fees may apply.
",,Small gas canisters with any amount of gas or butane must be taken to a household hazardous waste facility. No fee.,,,,,,,,,,,,,,,,,
8,6,1,Contaminated Dirt or Soil,,,"Bring dirt contaminated with non-hazardous materials like plastic, wood, or metal to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.","Dirt contaminated with non-hazardous materials like plastic, wood, or metal can go in the garbage if it doesn’t exceed the weight limits printed on your bin.
",,,,,,,,,,,,,,,"
For dirt that contains hazardous materials, call the household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,,
8,7,1,Fiberglass,,,,"Fiberglass can go in the garbage:

Items must fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,Bring fiberglass to city transfer stations. Fees apply.,,,,,"Fiberglass can irritate your skin and eyes. Wear gloves, googles, and protective clothing when handling.",,,,,,,,,,,,,,
8,8,1,Fireworks,,,,Make sure used fireworks are completely burned out and cooled down by submerging them in a bucket of water for fifteen minutes before putting them in the garbage. Learn more on the Washington State Fire Marshal website.,,,,,,,,,,,,,,,"Call the Seattle Police Firing Range at (206) 684-7470 to dispose of small, unused residential fireworks.",,,,,,
8,9,1,Fluorescent Light Bulbs,,,,,,,,Bring up to 10 fluorescent tubes and CFLs per a trip to a household hazardous waste facility or to a LightRecycle location. No fee.,,,,,"Fluorescent tubes and CFLs are banned from the garbage because they contain mercury, which is highly toxic. To prevent breaking the tubes or bulbs and releasing mercury when storing or transporting, wrap them in newspaper or put back in their original packaging.",,,,,,,,,,,,
8,10,1,Antifreeze,,,,,,,,"Bring antifreeze to a household hazardous waste facility:
•All containers must be 5-gallons or less.
•Limit 50-gallons per trip.
",,,,,"Antifreeze is harmful to people, animals, and the environment and should never be poured down drains, toilets, or on the ground.",,,,,,,,,,,,
8,10,2,Bleach,,,,,,,,Bring partially full containers of chlorine bleach to a household hazardous waste facility. No fee.,,,,,,,Empty and rinsed bleach bottles go in the recycling.,,,,,,,,,,
8,10,3,Brake or Transmission Fluid,,,,,,,,"Bring brake and transmission fluids to a household hazardous waste facility:
•Put brake and transmission fluids in a sealed container that is 5-gallons or less.
•Limit 50-gallons per trip.

For more information, call our household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,"Don’t pour brake and transmission fluids down drains or toilets, down storm drains, or into soil. These all cause water pollution.",,,,,,,,,,,,
8,10,4,Cleaning Supplies,,,,,,,,"Bring partially full containers of cleaning supplies labeled with caution, warning, danger, or poison to a household hazardous waste facility. No fee.
•All containers must be 5-gallons or less.
•Limit 50-gallons per trip.
",,,,,,,Empty non-toxic cleaning supply containers go in the recycling.,,,,,,,,,,
8,10,5,Gasoline,,,,,,,,"Bring gasoline to a household hazardous waste facility:
•Put gas in a sealed container that is 5-gallons or less.
•Use gasoline-compatible containers (not food or milk jugs).
•Limit 30-gallons per trip.
",,,,,,,,,,,,,,,,,
8,10,6,Glues or Adhesives,,,,"Non-toxic glues go in the garbage. This includes Elmer’s, glue sticks, and other glues used in schools.",,,,"Bring glues and adhesives labeled with caution, warning, danger, or poison to a household hazardous waste facility. No fee.
•All containers must be 5-gallons or less.
•Limit 50-gallons per trip
",,,,,,,,,,,,,,,,,
8,10,7,Hobby Chemicals,,,,Empty hobby chemical containers go in the garbage.,,,,"Bring partially full containers of hobby chemicals labeled with caution, warning, danger, or poison to a household hazardous waste facility. No fee.
•All containers must be 5-gallons or less.
•Limit 50-gallons per trip.
",,,,,,,,,,,,,,,,,
8,10,9,Latex Paint,,,,"Dry latex paint by leaving the can open and protected from children and animals.
Separate the lid from the dried paint can and put both in your garbage.
Tip: You can harden large amounts of latex paint by adding cat litter to the can.",,"Drop off unused latex paint, in the original container, for a fee at local locations in the Take it Back network
",,,,,,,Throwing out your dried paint can with the lid removed lets your garbage collector knows the paint is dried.,,,,,,,,,,,,
8,10,10,Motor Oil,,,Bring up to 5 gallons of oil per a trip to city transfer stations. No fee.,,,,,"Bring contaminated oil that contains solvents, bleach, or other materials to a household hazardous waste facility. No fee.",,,,,"Motor oil can be recycled if it doesn’t contain solvents, bleach, or other materials.

Never pour motor oil on the ground or down the drain; it can pollute our waterways and the environment.
",,,,,,,,"You can recycle up to 2 gallons of motor oil on each recycling collection day:
1.Pour cooled oil into a 1-gallon plastic container with a tight-fitting, screw-on lid.
2.Label the container with your name and address.
3.Set up to 2 labeled 1-gallon containers on the curb next to your recycling bin.
4.Apartment / Condo residents: Set out up to 2 labeled 1-gallon containers per cart at your building/complex.
",,,,
8,10,11,Oil-Based Paint,,,,"Empty oil-based paint cans can go in the garbage:

Remove the lid and let fumes evaporate outside, away from children and animals.
Separate the lid from the dried paint can and put both in your garbage.",,,,"
Bring oil-based paint to a household hazardous waste facility. No fee.",,,,,Throwing out your dried paint can with the lid removed lets your garbage collector knows the paint is dried.,,,,,,,,,,,,
8,10,12,Pool or Spa Chemicals,,,,,,,,"Bring pool chemicals to a household hazardous waste facility. No fee.

Pool and spa chemicals aren’t allowed in the garbage.
",,,,,,,,,,,,,,,,,
8,10,13,Solvents,,,,,,,,"Bring solvents like paint thinner to a household hazardous waste facility:
•Put solvents in a sealed container that is 5-gallons or less.
•Limit 50-gallons per trip.

Solvents aren’t allowed in the garbage.
",,,,,,,,,,,,,,,,,
8,11,1,Medicines,,,,,,Bring medicines to a secure medicine return site.,,,,,,,"Flushing medicine down the toilet or sink, or putting medicine in your backyard compost or food and yard waste bin can pollute our waterways and the environment.",,,,,,,,,,,,
8,12,1,Motor Oil Containers,,,,Empty motor oil containers go in the garbage. They can’t be recycled.,,"Bring partially full motor oil containers to:
•City transfer stations. Fees apply.
•A household hazardous waste facility. No fee.
",,,,,,,,,,,,,,,,,,,
8,13,1,Needles or Syringes,,,,,,,,,,,,,,,,,,,"These can’t go in the garbage; they can injure other people.

To dispose of syringes, needles, and lancets (also called “sharps”), you must put them in a rigid and sealable container like a plastic soda bottle. Then bring to a designated disposal location:
•Intersection of Airport Way South and South Holgate Street
•Intersection of 27th Avenue South and Cheasty Boulevard South (center median)
•Fremont Canal Park (199 North Canal St, Seattle, WA 98103)
•Freeway Park (700 Seneca St)
•Mineral Springs Park (1500 North 105th St, Seattle, WA 98133)
•Roxhill Park (2850 SW Roxbury St, Seattle, WA 98126)
•North or South transfer stations

If you find a syringe on public property, report it as illegal dumping.

If you are a business and need to dispose of sharps, call the Households Hazards Line at (206) 296-4692.
",,,,,,
8,14,1,Oil Filters,,,,Puncture the oil filter and drain the oil into a container for 24 hours. Seal drained filter in a plastic bag and put in the garbage.,,Bring drained or full oil filters to a household hazardous waste facility. No fee.,,,,,,,,,,,,,,,,,,,
8,15,1,Oil Tanks,,,,,,,,,,,,,,,,,,,"To learn how to dispose of oil tanks, call our household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.",,,,,,
8,16,1,Pesticides,,,,Empty pesticide containers go in the garbage.,,,,Bring pesticides to a household hazardous waste facility. No fee.,,,,,Find ways to avoid using pesticides from the Garden Hotline.,,,,,,,,,,,,
8,17,1,Toner or Printer Cartridges,,,,Printer cartridges and toner can go in the garbage.,,Some printer cartridge manufactures and stores that sell printer cartridges will take old cartridges back for recycling.,,,,,,,,,,,,,,,,,,,
8,18,1,Smoke Detectors,,,,Smoke detectors with batteries removed go in the garbage.,,,,,,,,,Some smoke detector manufacturers will take back their old alarms for disposal.,,,,,,,,,,,,
8,19,1,Thermometers or Mercury Items,,,,,,,,"Mercury items can’t go in the garbage. Bring thermometers, thermostats, and other items containing mercury to a household hazardous waste facility. No fee.",,,"Mercury can greatly harm your nervous, digestive, and respiratory systems. Don’t handle mercury directly, and try to avoid breaking items that contain mercury.",,,,,,,,,,,,,,
9,1,1,Air Conditioners or Heat Pumps,"Donate air conditioners or heat pumps in good condition to local thrift stores. Call first to determine acceptance policies.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.","Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. An extra bag, bundle, or can is a charge of $11.55. Each bulky item is a charge of $30.","Bring damaged air conditioners and heat pumps to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.
",,,,,,,,,,,,,,,,,,,,,,
9,1,2,Blenders,"Donate blenders in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,Some small household appliances can be recycled as scrap metal for free at city transfer stations.,"Damaged toasters, blenders, food processors and mixers can go in the garbage.
",,,,,,,,,,,,,,,,,,,,,
9,1,3,Food Processors,"Donate food processors in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.",,Some small household appliances can be recycled as scrap metal for free at city transfer stations.,"Damaged toasters, blenders, food processors and mixers can go in the garbage.",,,,,,,,,,,,,,,,,,,,,
9,1,4,Mixers,"Donate mixers in good condition to local thrift stores. Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.",,Some small household appliances can be recycled as scrap metal for free at city transfer stations.,"Damaged toasters, blenders, food processors and mixers can go in the garbage.",,,,,,,,,,,,,,,,,,,,,
9,1,5,Other Large Appliances,,"Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. An extra bag, bundle, or can is a charge of $11.55. Each bulky item is a charge of $30.","Bring up to 2 residential appliances per visit to city transfer stations. Charge is $30 ($38 for items containing CFCs).
",,"Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.",,,,,,,,,,,,,,,,,,,,
9,1,6,Refrigerators or Freezers,,"You must remove doors and latches from refrigerators and freezers.

Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. An extra bundle of yard waste is a charge of $5.90.","Bring up to 2 residential refrigerators and freezers per visit to city transfer stations. Charge is $30 ($38 for items containing CFCs).

You must remove doors and latches from refrigerators and freezers.
",,"Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.",,,,,,,,,,,,,,,,,,,,
9,1,7,Stoves,,"Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. An extra bag, bundle, or can is a charge of $11.55. Each bulky item is a charge of $30.",Bring up to 2 residential appliances per visit to city transfer stations. Charge is $30 ($38 for items containing CFCs).,,"Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,,,,,,,,,,,,,,,,,,
9,1,8,Toasters,"Donate toasters in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.",,"Some small household appliances can be recycled as scrap metal for free at city transfer stations.
","Damaged toasters, blenders, food processors and mixers can go in the garbage.",,,,,,,,,,,,,,,,,,,,,
9,1,9,Washers or Dryers,,"Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. An extra bag, bundle, or can is a charge of $11.55. Each bulky item is a charge of $30.
",Bring up to 2 residential appliances per visit to city transfer stations. Charge is $30 ($38 for items containing CFCs).,,"Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,,,,,,,,,,,,,,,,,,
9,1,10,Water Heaters,,"Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. An extra bag, bundle, or can is a charge of $11.55. Each bulky item is a charge of $30.","Bring water heaters to city transfer stations:

Fees apply for water heaters with insulation.
There is no fee for water heaters with all insulation removed.",,"Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,,,,,,,,,,,,,,,,,,
9,2,1,Barrels or Drums,,,,Plastic and dirty metal drums that held non-hazardous material can go in the garbage.,,"Bring barrels and drums that held non-hazardous material to city transfer stations:
•Empty barrels and drums must be clean and cut in half.
•Clean metal can be recycled for no fee.
",,,,,,,,,,,,,Sealed drums and drums that held hazardous waste must go to King County Household Hazardous Waste.,,,,,,
9,3,1,Alkaline Batteries,,,,"Non-rechargeable, household alkaline batteries (such as AAA, AA, C, D, or 9-volt) can go in the garbage.",,"
Bring alkaline batteries to city transfer stations. No fee.

Bring alkaline batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.","Bring alkaline batteries and rechargeable batteries to a household hazardous waste facility, where the materials in the batteries will be reclaimed and recycled. No fee.",,,,,,,,,,,,,,,,,,
9,3,2,Camera or Watch Batteries,,,,"Button cell batteries used in watches and some older camera models can go in the garbage.

Button cell batteries are also used for:

Digital thermometers
Pocket calculators
Hearing aids",,,"Bring camera and watch button cell batteries to a household hazardous waste facility, where the metals and very small amount of hazardous metals in the batteries will be reclaimed and recycled. No fee.
",,,,,,,,,,,,,,,,,,
